opponent,seed,variant,board_id,repeat,swapped,seat,result,score,turns
amin-main8-iter160,83000,v8,1,0,0,1,loss,0.0,646
amin-main8-iter160,83000,v8,1,0,1,0,loss,0.0,646
amin-main8-iter160,83000,v8,1,0,1,1,win,1.0,302
amin-main8-iter160,83000,v8,2,0,0,0,win,1.0,1028
amin-main8-iter160,83000,v8,2,0,0,1,win,1.0,943
amin-main8-iter160,83000,v8,2,0,1,0,win,1.0,943
amin-main8-iter160,83000,v8,2,0,1,1,win,1.0,1028
amin-main8-iter160,83000,v8,3,0,0,0,loss,0.0,280
amin-main8-iter160,83000,v8,3,0,0,1,loss,0.0,359
amin-main8-iter160,83000,v8,3,0,1,0,loss,0.0,359
amin-main8-iter160,83000,v8,3,0,1,1,loss,0.0,280
amin-main8-iter160,83000,v8,4,0,0,0,win,1.0,878
amin-main8-iter160,83000,v8,4,0,0,1,loss,0.0,390
amin-main8-iter160,83000,v8,4,0,1,0,loss,0.0,390
amin-main8-iter160,83000,v8,4,0,1,1,win,1.0,878
amin-main8-iter160,83000,v8,5,0,0,0,loss,0.0,1093
amin-main8-iter160,83000,v8,5,0,0,1,win,1.0,1029
amin-main8-iter160,83000,v8,5,0,1,0,win,1.0,1029
amin-main8-iter160,83000,v8,5,0,1,1,loss,0.0,1093
amin-main8-iter160,83000,v8,6,0,0,0,win,1.0,1035
amin-main8-iter160,83000,v8,6,0,0,1,loss,0.0,744
amin-main8-iter160,83000,v8,6,0,1,0,loss,0.0,744
amin-main8-iter160,83000,v8,6,0,1,1,win,1.0,1035
amin-main8-iter160,83000,v8,7,0,0,0,win,1.0,215
amin-main8-iter160,83000,v8,7,0,0,1,win,1.0,86
amin-main8-iter160,83000,v8,7,0,1,0,win,1.0,86
amin-main8-iter160,83000,v8,7,0,1,1,win,1.0,215
hunter,93000,v6,0,0,0,0,win,1.0,522
hunter,93000,v6,0,0,0,1,win,1.0,220
hunter,93000,v6,0,0,1,0,win,1.0,220
hunter,93000,v6,0,0,1,1,win,1.0,522
hunter,93000,v6,1,0,0,0,win,1.0,347
hunter,93000,v6,1,0,0,1,win,1.0,511
hunter,93000,v6,1,0,1,0,win,1.0,511
hunter,93000,v6,1,0,1,1,win,1.0,347
hunter,93000,v6,2,0,0,0,win,1.0,504
hunter,93000,v6,2,0,0,1,win,1.0,396
hunter,93000,v6,2,0,1,0,win,1.0,396
hunter,93000,v6,2,0,1,1,win,1.0,504
hunter,93000,v6,3,0,0,0,win,1.0,310
hunter,93000,v6,3,0,0,1,win,1.0,354
hunter,93000,v6,3,0,1,0,win,1.0,354
hunter,93000,v6,3,0,1,1,win,1.0,310
hunter,93000,v6,4,0,0,0,win,1.0,742
hunter,93000,v6,4,0,0,1,win,1.0,578
hunter,93000,v6,4,0,1,0,win,1.0,578
hunter,93000,v6,4,0,1,1,win,1.0,742
hunter,93000,v6,5,0,0,0,win,1.0,406
hunter,93000,v6,5,0,0,1,win,1.0,629
hunter,93000,v6,5,0,1,0,win,1.0,629
hunter,93000,v6,5,0,1,1,win,1.0,406
hunter,93000,v6,6,0,0,0,win,1.0,549
hunter,93000,v6,6,0,0,1,win,1.0,451
hunter,93000,v6,6,0,1,0,win,1.0,451
hunter,93000,v6,6,0,1,1,win,1.0,549
hunter,93000,v6,7,0,0,0,win,1.0,469
hunter,93000,v6,7,0,0,1,win,1.0,404
hunter,93000,v6,7,0,1,0,win,1.0,404
hunter,93000,v6,7,0,1,1,win,1.0,469
hunter,93000,v7,0,0,0,0,loss,0.0,173
hunter,93000,v7,0,0,0,1,loss,0.0,770
hunter,93000,v7,0,0,1,0,loss,0.0,770
hunter,93000,v7,0,0,1,1,loss,0.0,173
hunter,93000,v7,1,0,0,0,win,1.0,735
hunter,93000,v7,1,0,0,1,win,1.0,591
hunter,93000,v7,1,0,1,0,win,1.0,591
hunter,93000,v7,1,0,1,1,win,1.0,735
hunter,93000,v7,2,0,0,0,win,1.0,822
hunter,93000,v7,2,0,0,1,win,1.0,589
hunter,93000,v7,2,0,1,0,win,1.0,589
hunter,93000,v7,2,0,1,1,win,1.0,822
hunter,93000,v7,3,0,0,0,win,1.0,325
hunter,93000,v7,3,0,0,1,win,1.0,388
hunter,93000,v7,3,0,1,0,win,1.0,388
hunter,93000,v7,3,0,1,1,win,1.0,325
hunter,93000,v7,4,0,0,0,win,1.0,847
hunter,93000,v7,4,0,0,1,win,1.0,510
hunter,93000,v7,4,0,1,0,win,1.0,510
hunter,93000,v7,4,0,1,1,win,1.0,847
hunter,93000,v7,5,0,0,0,win,1.0,431
hunter,93000,v7,5,0,0,1,win,1.0,446
hunter,93000,v7,5,0,1,0,win,1.0,446
hunter,93000,v7,5,0,1,1,win,1.0,431
hunter,93000,v7,6,0,0,0,win,1.0,736
hunter,93000,v7,6,0,0,1,win,1.0,495
hunter,93000,v7,6,0,1,0,win,1.0,495
hunter,93000,v7,6,0,1,1,win,1.0,736
hunter,93000,v7,7,0,0,0,win,1.0,631
hunter,93000,v7,7,0,0,1,win,1.0,341
hunter,93000,v7,7,0,1,0,win,1.0,341
hunter,93000,v7,7,0,1,1,win,1.0,631
hunter,93000,v8-cheap,0,0,0,0,loss,0.0,173
hunter,93000,v8-cheap,0,0,0,1,win,1.0,181
hunter,93000,v8-cheap,0,0,1,0,win,1.0,181
hunter,93000,v8-cheap,0,0,1,1,loss,0.0,173
hunter,93000,v8-cheap,1,0,0,0,win,1.0,716
hunter,93000,v8-cheap,1,0,0,1,win,1.0,423
hunter,93000,v8-cheap,1,0,1,0,win,1.0,423
hunter,93000,v8-cheap,1,0,1,1,win,1.0,716
hunter,93000,v8-cheap,2,0,0,0,win,1.0,833
hunter,93000,v8-cheap,2,0,0,1,win,1.0,624
hunter,93000,v8-cheap,2,0,1,0,win,1.0,624
hunter,93000,v8-cheap,2,0,1,1,win,1.0,833
hunter,93000,v8-cheap,3,0,0,0,win,1.0,339
hunter,93000,v8-cheap,3,0,0,1,win,1.0,369
hunter,93000,v8-cheap,3,0,1,0,win,1.0,369
hunter,93000,v8-cheap,3,0,1,1,win,1.0,339
hunter,93000,v8-cheap,4,0,0,0,win,1.0,839
hunter,93000,v8-cheap,4,0,0,1,win,1.0,728
hunter,93000,v8-cheap,4,0,1,0,win,1.0,728
hunter,93000,v8-cheap,4,0,1,1,win,1.0,839
hunter,93000,v8-cheap,5,0,0,0,win,1.0,362
hunter,93000,v8-cheap,5,0,0,1,win,1.0,546
hunter,93000,v8-cheap,5,0,1,0,win,1.0,546
hunter,93000,v8-cheap,5,0,1,1,win,1.0,362
hunter,93000,v8-cheap,6,0,0,0,win,1.0,930
hunter,93000,v8-cheap,6,0,0,1,win,1.0,639
hunter,93000,v8-cheap,6,0,1,0,win,1.0,639
hunter,93000,v8-cheap,6,0,1,1,win,1.0,930
hunter,93000,v8-cheap,7,0,0,0,win,1.0,632
hunter,93000,v8-cheap,7,0,0,1,win,1.0,384
hunter,93000,v8-cheap,7,0,1,0,win,1.0,384
hunter,93000,v8-cheap,7,0,1,1,win,1.0,632
hunter,93000,v8-direct,0,0,0,0,loss,0.0,173
hunter,93000,v8-direct,0,0,0,1,loss,0.0,1036
hunter,93000,v8-direct,0,0,1,0,loss,0.0,1036
hunter,93000,v8-direct,0,0,1,1,loss,0.0,173
hunter,93000,v8-direct,1,0,0,0,win,1.0,582
hunter,93000,v8-direct,1,0,0,1,win,1.0,833
hunter,93000,v8-direct,1,0,1,0,win,1.0,833
hunter,93000,v8-direct,1,0,1,1,win,1.0,582
hunter,93000,v8-direct,2,0,0,0,win,1.0,745
hunter,93000,v8-direct,2,0,0,1,win,1.0,590
hunter,93000,v8-direct,2,0,1,0,win,1.0,590
hunter,93000,v8-direct,2,0,1,1,win,1.0,745
hunter,93000,v8-direct,3,0,0,0,win,1.0,301
hunter,93000,v8-direct,3,0,0,1,win,1.0,335
hunter,93000,v8-direct,3,0,1,0,win,1.0,335
hunter,93000,v8-direct,3,0,1,1,win,1.0,301
hunter,93000,v8-direct,4,0,0,0,win,1.0,715
hunter,93000,v8-direct,4,0,0,1,win,1.0,683
hunter,93000,v8-direct,4,0,1,0,win,1.0,683
hunter,93000,v8-direct,4,0,1,1,win,1.0,715
hunter,93000,v8-direct,5,0,0,0,win,1.0,441
hunter,93000,v8-direct,5,0,0,1,win,1.0,520
hunter,93000,v8-direct,5,0,1,0,win,1.0,520
hunter,93000,v8-direct,5,0,1,1,win,1.0,441
hunter,93000,v8-direct,6,0,0,0,win,1.0,891
hunter,93000,v8-direct,6,0,0,1,win,1.0,432
hunter,93000,v8-direct,6,0,1,0,win,1.0,432
hunter,93000,v8-direct,6,0,1,1,win,1.0,891
hunter,93000,v8-direct,7,0,0,0,win,1.0,501
hunter,93000,v8-direct,7,0,0,1,win,1.0,346
hunter,93000,v8-direct,7,0,1,0,win,1.0,346
hunter,93000,v8-direct,7,0,1,1,win,1.0,501
hunter,93000,v8,0,0,0,0,loss,0.0,173
hunter,93000,v8,0,0,0,1,loss,0.0,873
hunter,93000,v8,0,0,1,0,loss,0.0,873
hunter,93000,v8,0,0,1,1,loss,0.0,173
hunter,93000,v8,1,0,0,0,win,1.0,603
hunter,93000,v8,1,0,0,1,win,1.0,801
hunter,93000,v8,1,0,1,0,win,1.0,801
hunter,93000,v8,1,0,1,1,win,1.0,603
hunter,93000,v8,2,0,0,0,win,1.0,854
hunter,93000,v8,2,0,0,1,win,1.0,601
hunter,93000,v8,2,0,1,0,win,1.0,601
hunter,93000,v8,2,0,1,1,win,1.0,854
hunter,93000,v8,3,0,0,0,win,1.0,314
hunter,93000,v8,3,0,0,1,win,1.0,341
hunter,93000,v8,3,0,1,0,win,1.0,341
hunter,93000,v8,3,0,1,1,win,1.0,314
hunter,93000,v8,4,0,0,0,win,1.0,722
hunter,93000,v8,4,0,0,1,win,1.0,550
hunter,93000,v8,4,0,1,0,win,1.0,550
hunter,93000,v8,4,0,1,1,win,1.0,722
hunter,93000,v8,5,0,0,0,win,1.0,419
hunter,93000,v8,5,0,0,1,win,1.0,580
hunter,93000,v8,5,0,1,0,win,1.0,580
hunter,93000,v8,5,0,1,1,win,1.0,419
hunter,93000,v8,6,0,0,0,win,1.0,787
hunter,93000,v8,6,0,0,1,win,1.0,467
hunter,93000,v8,6,0,1,0,win,1.0,467
hunter,93000,v8,6,0,1,1,win,1.0,787
hunter,93000,v8,7,0,0,0,win,1.0,554
hunter,93000,v8,7,0,0,1,win,1.0,396
hunter,93000,v8,7,0,1,0,win,1.0,396
hunter,93000,v8,7,0,1,1,win,1.0,554
expander,93000,v6,0,0,0,0,win,1.0,848
expander,93000,v6,0,0,0,1,win,1.0,164
expander,93000,v6,0,0,1,0,win,1.0,164
expander,93000,v6,0,0,1,1,win,1.0,848
expander,93000,v6,1,0,0,0,win,1.0,706
expander,93000,v6,1,0,0,1,win,1.0,613
expander,93000,v6,1,0,1,0,win,1.0,613
expander,93000,v6,1,0,1,1,win,1.0,706
expander,93000,v6,2,0,0,0,win,1.0,240
expander,93000,v6,2,0,0,1,win,1.0,869
expander,93000,v6,2,0,1,0,win,1.0,869
expander,93000,v6,2,0,1,1,win,1.0,240
expander,93000,v6,3,0,0,0,win,1.0,221
expander,93000,v6,3,0,0,1,win,1.0,172
expander,93000,v6,3,0,1,0,win,1.0,172
expander,93000,v6,3,0,1,1,win,1.0,221
expander,93000,v6,4,0,0,0,win,1.0,495
expander,93000,v6,4,0,0,1,win,1.0,800
expander,93000,v6,4,0,1,0,win,1.0,800
expander,93000,v6,4,0,1,1,win,1.0,495
expander,93000,v6,5,0,0,0,win,1.0,231
expander,93000,v6,5,0,0,1,win,1.0,683
expander,93000,v6,5,0,1,0,win,1.0,683
expander,93000,v6,5,0,1,1,win,1.0,231
expander,93000,v6,6,0,0,0,win,1.0,575
expander,93000,v6,6,0,0,1,win,1.0,659
expander,93000,v6,6,0,1,0,win,1.0,659
expander,93000,v6,6,0,1,1,win,1.0,575
expander,93000,v6,7,0,0,0,win,1.0,499
expander,93000,v6,7,0,0,1,win,1.0,311
expander,93000,v6,7,0,1,0,win,1.0,311
expander,93000,v6,7,0,1,1,win,1.0,499
expander,93000,v8,0,0,0,0,win,1.0,904
expander,93000,v8,0,0,0,1,win,1.0,178
expander,93000,v8,0,0,1,0,win,1.0,178
expander,93000,v8,0,0,1,1,win,1.0,904
expander,93000,v8,1,0,0,0,win,1.0,936
expander,93000,v8,1,0,0,1,win,1.0,704
expander,93000,v8,1,0,1,0,win,1.0,704
expander,93000,v8,1,0,1,1,win,1.0,936
expander,93000,v8,2,0,0,0,win,1.0,744
expander,93000,v8,2,0,0,1,win,1.0,893
expander,93000,v8,2,0,1,0,win,1.0,893
expander,93000,v8,2,0,1,1,win,1.0,744
expander,93000,v8,3,0,0,0,win,1.0,529
expander,93000,v8,3,0,0,1,win,1.0,480
expander,93000,v8,3,0,1,0,win,1.0,480
expander,93000,v8,3,0,1,1,win,1.0,529
expander,93000,v8,4,0,0,0,win,1.0,461
expander,93000,v8,4,0,0,1,win,1.0,751
expander,93000,v8,4,0,1,0,win,1.0,751
expander,93000,v8,4,0,1,1,win,1.0,461
expander,93000,v8,5,0,0,0,win,1.0,223
expander,93000,v8,5,0,0,1,win,1.0,568
expander,93000,v8,5,0,1,0,win,1.0,568
expander,93000,v8,5,0,1,1,win,1.0,223
expander,93000,v8,6,0,0,0,win,1.0,860
expander,93000,v8,6,0,0,1,win,1.0,831
expander,93000,v8,6,0,1,0,win,1.0,831
expander,93000,v8,6,0,1,1,win,1.0,860
expander,93000,v8,7,0,0,0,win,1.0,623
expander,93000,v8,7,0,0,1,win,1.0,244
expander,93000,v8,7,0,1,0,win,1.0,244
expander,93000,v8,7,0,1,1,win,1.0,623
juraj-v35,83000,v6,0,0,0,0,win,1.0,1051
juraj-v35,83000,v6,0,0,0,1,loss,0.0,384
juraj-v35,83000,v6,0,0,1,0,loss,0.0,384
juraj-v35,83000,v6,0,0,1,1,win,1.0,1051
juraj-v35,83000,v6,1,0,0,0,loss,0.0,730
juraj-v35,83000,v6,1,0,0,1,loss,0.0,1021
juraj-v35,83000,v6,1,0,1,0,loss,0.0,1021
juraj-v35,83000,v6,1,0,1,1,loss,0.0,730
juraj-v35,83000,v6,2,0,0,0,loss,0.0,860
juraj-v35,83000,v6,2,0,0,1,win,1.0,784
juraj-v35,83000,v6,2,0,1,0,win,1.0,784
juraj-v35,83000,v6,2,0,1,1,loss,0.0,860
juraj-v35,83000,v6,3,0,0,0,win,1.0,1075
juraj-v35,83000,v6,3,0,0,1,loss,0.0,806
juraj-v35,83000,v6,3,0,1,0,loss,0.0,806
juraj-v35,83000,v6,3,0,1,1,win,1.0,1075
juraj-v35,83000,v8,0,0,0,0,draw,0.5,1200
juraj-v35,83000,v8,0,0,0,1,loss,0.0,983
juraj-v35,83000,v8,0,0,1,0,loss,0.0,983
juraj-v35,83000,v8,0,0,1,1,draw,0.5,1200
juraj-v35,83000,v8,1,0,0,0,loss,0.0,671
juraj-v35,83000,v8,1,0,0,1,loss,0.0,823
juraj-v35,83000,v8,1,0,1,0,loss,0.0,823
juraj-v35,83000,v8,1,0,1,1,loss,0.0,671
juraj-v35,83000,v8,2,0,0,0,loss,0.0,827
juraj-v35,83000,v8,2,0,0,1,win,1.0,858
juraj-v35,83000,v8,2,0,1,0,win,1.0,858
juraj-v35,83000,v8,2,0,1,1,loss,0.0,827
juraj-v35,83000,v8,3,0,0,0,loss,0.0,422
juraj-v35,83000,v8,3,0,0,1,loss,0.0,826
juraj-v35,83000,v8,3,0,1,0,loss,0.0,826
juraj-v35,83000,v8,3,0,1,1,loss,0.0,422
juraj-v34,83000,v6,0,0,0,0,win,1.0,554
juraj-v34,83000,v6,0,0,0,1,win,1.0,1083
juraj-v34,83000,v6,0,0,1,0,win,1.0,1119
juraj-v34,83000,v6,0,0,1,1,win,1.0,921
juraj-v34,83000,v6,1,0,0,0,win,1.0,563
juraj-v34,83000,v6,1,0,0,1,loss,0.0,703
juraj-v34,83000,v6,1,0,1,0,win,1.0,340
juraj-v34,83000,v6,1,0,1,1,win,1.0,725
juraj-v34,83000,v6,2,0,0,0,win,1.0,930
juraj-v34,83000,v6,2,0,0,1,loss,0.0,344
juraj-v34,83000,v6,2,0,1,0,loss,0.0,401
juraj-v34,83000,v6,2,0,1,1,loss,0.0,474
juraj-v34,83000,v6,3,0,0,0,win,1.0,827
juraj-v34,83000,v6,3,0,0,1,win,1.0,809
juraj-v34,83000,v6,3,0,1,0,win,1.0,842
juraj-v34,83000,v6,3,0,1,1,win,1.0,143
juraj-v34,83000,v8,0,0,0,0,win,1.0,866
juraj-v34,83000,v8,0,0,0,1,win,1.0,1129
juraj-v34,83000,v8,0,0,1,0,win,1.0,1061
juraj-v34,83000,v8,0,0,1,1,win,1.0,980
juraj-v34,83000,v8,1,0,0,0,win,1.0,1064
juraj-v34,83000,v8,1,0,0,1,loss,0.0,570
juraj-v34,83000,v8,1,0,1,0,win,1.0,418
juraj-v34,83000,v8,1,0,1,1,win,1.0,951
juraj-v34,83000,v8,2,0,0,0,loss,0.0,363
juraj-v34,83000,v8,2,0,0,1,win,1.0,940
juraj-v34,83000,v8,2,0,1,0,loss,0.0,661
juraj-v34,83000,v8,2,0,1,1,loss,0.0,559
juraj-v34,83000,v8,3,0,0,0,loss,0.0,794
juraj-v34,83000,v8,3,0,0,1,win,1.0,779
juraj-v34,83000,v8,3,0,1,0,loss,0.0,817
juraj-v34,83000,v8,3,0,1,1,win,1.0,1081
my-bot9,83000,v6,0,0,0,0,win,1.0,286
my-bot9,83000,v6,0,0,0,1,win,1.0,364
my-bot9,83000,v6,0,0,1,0,win,1.0,364
my-bot9,83000,v6,0,0,1,1,win,1.0,286
my-bot9,83000,v6,1,0,0,0,win,1.0,296
my-bot9,83000,v6,1,0,0,1,win,1.0,183
my-bot9,83000,v6,1,0,1,0,win,1.0,183
my-bot9,83000,v6,1,0,1,1,win,1.0,296
my-bot9,83000,v6,2,0,0,0,win,1.0,276
my-bot9,83000,v6,2,0,0,1,win,1.0,544
my-bot9,83000,v6,2,0,1,0,win,1.0,544
my-bot9,83000,v6,2,0,1,1,win,1.0,276
my-bot9,83000,v6,3,0,0,0,win,1.0,503
my-bot9,83000,v6,3,0,0,1,win,1.0,291
my-bot9,83000,v6,3,0,1,0,win,1.0,291
my-bot9,83000,v6,3,0,1,1,win,1.0,503
my-bot9,83000,v8,0,0,0,0,win,1.0,359
my-bot9,83000,v8,0,0,0,1,win,1.0,1138
my-bot9,83000,v8,0,0,1,0,win,1.0,1138
